Rk,Name,Tm,FantPos,Age,G,GS,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,Y/R,RecTD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,FantPtpg,RkTm,PF,TotalYds,Ply,Y/P,TO,FL,Pass1stD,CmpTm,PassAttTm,PassYdsTm,PassTDTm,IntTm,NY/A,Pass1stD.1,RushAttTm,RushYdsTm,RushTDTm,Y/ATm,Rush1stD,Pen,PenYds,1stPy,Sc%,TO%,EXP,RushTDTmSans,RushAttTmSans,RushYdsTmSans,CmpTmSans,PassAttTmSans,PassYdsTmSans,PassTDTmSans,IntTmSans,RecTmSans,TgtTmSans,RecYdsTmSans,RecTDTmSans
347,Joseph Fauria,DET,TE,24,7,0.0,0,0,0,0,0,0,0,,0,12.0,6,74,12.33,1,15.0,21.4,18.4,,52,,2.14,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,396,1422,365,604,4030,22,12,359,592.0,3956,21
369,Jed Collins,DET,RB,28,16,2.0,0,0,0,0,0,8,19,2.38,0,6.0,5,39,7.8,1,12.0,16.8,14.3,,113,,0.75,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,388,1403,365,604,4030,22,12,360,598.0,3991,21
415,Brandon Pettigrew,DET,TE,29,14,9.0,0,0,0,0,0,0,0,,0,15.0,10,70,7.0,0,7.0,17.0,12.0,,71,,0.5,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,396,1422,365,604,4030,22,12,355,589.0,3960,22
416,George Winn,DET,RB,24,12,0.0,0,0,0,0,0,19,73,3.84,0,3.0,0,0,,0,7.0,7.3,7.3,,127,,0.58,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,377,1349,365,604,4030,22,12,365,601.0,4030,22
469,Ryan Broyles,DET,WR,26,5,0.0,0,0,0,0,0,0,0,,0,5.0,2,25,12.5,0,3.0,4.5,3.5,,185,,0.6,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,396,1422,365,604,4030,22,12,363,599.0,4005,22
523,Jordan Thompson,DET,,25,2,0.0,0,0,0,0,0,0,0,,0,1.0,0,0,,0,,,,,103,,,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,396,1422,365,604,4030,22,12,365,603.0,4030,22
535,Kellen Davis,DET,,29,6,0.0,0,0,0,0,0,0,0,,0,3.0,0,0,,0,,,,,94,,,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,396,1422,365,604,4030,22,12,365,601.0,4030,22
20,Colin Kaepernick,SFO,QB,27,16,16.0,289,478,3369,19,10,104,639,6.14,1,0.0,0,0,,0,251.0,271.7,260.7,,16,,15.69,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,9,366,1537,3,9,-306,1,0,292,487.0,3063,20
62,Frank Gore,SFO,RB,31,16,16.0,0,0,0,0,0,255,1106,4.34,4,19.0,11,111,10.09,1,148.0,166.7,153.2,27.0,17,47.0,9.25,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,6,215,1070,292,487,3063,20,10,281,468.0,2952,19
70,Anquan Boldin,SFO,WR,34,16,16.0,0,1,0,0,0,1,4,4.0,0,130.0,83,1062,12.8,5,137.0,222.6,178.1,15.0,22,55.0,8.56,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,469,2172,292,486,3063,20,10,209,357.0,2001,15
127,Michael Crabtree,SFO,WR,27,16,16.0,0,0,0,0,0,1,4,4.0,0,108.0,68,698,10.26,4,94.0,165.2,128.2,,52,,5.88,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,469,2172,292,487,3063,20,10,224,379.0,2365,16
190,Carlos Hyde,SFO,RB,23,14,0.0,0,0,0,0,0,83,333,4.01,4,16.0,12,68,5.67,0,62.0,78.1,68.1,,52,,4.43,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,6,387,1843,292,487,3063,20,10,280,471.0,2995,20
193,Steve Johnson,SFO,WR,28,13,1.0,0,0,0,0,0,0,0,,0,50.0,35,435,12.43,3,62.0,99.5,79.0,,82,,4.77,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,470,2176,292,487,3063,20,10,257,437.0,2628,17
256,Vernon Davis,SFO,TE,30,14,14.0,0,0,0,0,0,1,4,4.0,0,50.0,26,245,9.42,2,37.0,65.9,49.9,,30,,2.64,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,469,2172,292,487,3063,20,10,266,437.0,2818,18
264,Brandon Lloyd,SFO,WR,33,14,3.0,0,0,0,0,0,0,0,,0,35.0,14,294,21.0,1,35.0,52.4,42.4,,107,,2.5,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,470,2176,292,487,3063,20,10,278,452.0,2769,19
282,Bruce Miller,SFO,RB,27,16,8.0,0,0,0,0,0,6,9,1.5,0,25.0,18,189,10.5,2,30.0,51.8,38.8,,84,,1.88,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,464,2167,292,487,3063,20,10,274,462.0,2874,18
290,Bruce Ellington,SFO,WR,23,13,0.0,0,0,0,0,0,6,28,4.67,1,12.0,6,62,10.33,2,27.0,33.0,30.0,,116,,2.08,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,9,464,2148,292,487,3063,20,10,286,475.0,3001,18
380,Derek Carrier,SFO,TE,24,11,1.0,0,0,0,0,0,1,2,2.0,0,14.0,9,105,11.67,0,11.0,22.7,15.2,,62,,1.0,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,469,2174,292,487,3063,20,10,283,473.0,2958,20
436,Blaine Gabbert,SFO,QB,25,1,0.0,3,7,38,1,0,1,5,5.0,0,0.0,0,0,,0,6.0,6.0,6.0,,58,,6.0,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,469,2171,289,480,3025,19,10,292,487.0,3063,20
437,Garrett Celek,SFO,TE,26,3,1.0,0,0,0,0,0,0,0,,0,2.0,2,53,26.5,0,5.0,7.3,6.3,,76,,1.67,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,470,2176,292,487,3063,20,10,290,485.0,3010,20
456,Quinton Patton,SFO,WR,24,4,0.0,0,0,0,0,0,1,20,20.0,0,8.0,3,44,14.67,0,4.0,8.4,5.9,,179,,1.0,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,469,2156,292,487,3063,20,10,289,479.0,3019,20
466,Alfonso Smith,SFO,RB,27,6,0.0,0,0,0,0,0,7,19,2.71,0,4.0,3,11,3.67,0,3.0,6.0,4.5,,140,,0.5,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,463,2157,292,487,3063,20,10,289,483.0,3052,20
492,Vance McDonald,SFO,TE,24,8,4.0,0,0,0,0,0,0,0,,0,8.0,2,30,15.0,0,1.0,4.0,2.0,,91,,0.12,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,470,2176,292,487,3063,20,10,290,479.0,3033,20
525,Asante Cleveland,SFO,,22,6,0.0,0,0,0,0,0,0,0,,0,1.0,0,0,,0,,,,,107,,,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,470,2176,292,487,3063,20,10,292,486.0,3063,20
549,Phillip Tanner,SFO,,26,2,0.0,0,0,0,0,0,0,0,,0,0.0,0,0,,0,,,,,158,,,25,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,10.63,10,470,2176,292,487,3063,20,10,292,487.0,3063,20
21,Cam Newton,CAR,QB,25,14,14.0,262,448,3127,18,12,103,539,5.23,5,0.0,0,0,,0,249.0,272.0,261.0,,17,,17.79,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,5,370,1497,65,97,384,5,0,327,545.0,3511,23
58,Kelvin Benjamin,CAR,WR,23,16,15.0,0,0,0,0,0,0,0,,0,145.0,73,1008,13.81,9,155.0,229.8,189.3,33.0,16,43.0,9.69,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,473,2036,327,545,3511,23,12,254,400.0,2503,14
69,Greg Olsen,CAR,TE,29,16,16.0,0,0,0,0,0,0,0,,0,123.0,84,1008,12.0,6,137.0,223.8,178.8,47.0,4,33.0,8.56,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,473,2036,327,545,3511,23,12,243,422.0,2503,17
89,Jonathan Stewart,CAR,RB,27,13,8.0,0,0,0,0,0,175,809,4.62,3,31.0,25,181,7.24,1,121.0,153.0,133.5,,24,78.0,9.31,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,7,298,1227,327,545,3511,23,12,302,514.0,3330,22
180,Jerricho Cotchery,CAR,WR,32,15,13.0,0,0,0,0,0,0,0,,0,78.0,48,580,12.08,1,66.0,117.0,90.0,,74,,4.4,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,473,2036,327,545,3511,23,12,279,467.0,2931,22
220,Derek Anderson,CAR,QB,31,6,2.0,65,97,701,5,0,8,24,3.0,0,0.0,0,0,,0,52.0,53.4,50.4,,42,,8.67,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,465,2012,262,448,2810,18,12,327,545.0,3511,23
229,Corey Brown,CAR,WR,23,13,3.0,0,0,0,0,0,8,95,11.88,0,36.0,21,296,14.1,2,49.0,80.1,65.6,,98,,3.77,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,465,1941,327,545,3511,23,12,306,509.0,3215,21
272,Fozzy Whittaker,CAR,RB,25,10,1.0,0,0,0,0,0,32,145,4.53,1,6.0,5,60,12.0,1,33.0,40.5,35.0,,82,,3.3,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,9,441,1891,327,545,3511,23,12,322,539.0,3451,22
303,DeAngelo Williams,CAR,RB,31,6,6.0,0,0,0,0,0,62,219,3.53,0,6.0,5,44,8.8,0,24.0,33.3,26.8,,89,,4.0,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,411,1817,327,545,3511,23,12,322,539.0,3467,23
316,Brenton Bersin,CAR,WR,24,15,1.0,0,0,0,0,0,0,0,,0,20.0,13,151,11.62,1,21.0,37.1,27.6,,129,,1.4,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,473,2036,327,545,3511,23,12,314,525.0,3360,22
333,Ed Dickson,CAR,WR,27,16,10.0,0,0,0,0,0,0,0,,0,17.0,10,115,11.5,1,18.0,30.5,22.5,,136,,1.12,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,473,2036,327,545,3511,23,12,317,528.0,3396,22
334,Mike Tolbert,CAR,RB,29,8,6.0,0,0,0,0,0,37,78,2.11,0,17.0,12,93,7.75,0,17.0,29.1,23.1,,99,,2.12,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,436,1958,327,545,3511,23,12,315,528.0,3418,23
382,Darrin Reaves,CAR,RB,21,6,1.0,0,0,0,0,0,31,78,2.52,0,8.0,5,31,6.2,0,11.0,15.9,13.4,,116,,1.83,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,442,1958,327,545,3511,23,12,322,537.0,3480,23
450,Brandon Williams,CAR,TE,27,14,0.0,0,0,0,0,0,0,0,,0,8.0,4,44,11.0,0,4.0,8.4,6.4,,79,,0.29,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,473,2036,327,545,3511,23,12,323,537.0,3467,23
489,Joe Webb,CAR,QB,28,7,0.0,0,0,0,0,0,0,0,,0,3.0,1,16,16.0,0,2.0,2.6,2.1,,63,,0.29,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,473,2036,327,545,3511,23,12,326,542.0,3495,23
517,Richie Brockel,CAR,,28,4,0.0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,1,76.0,,19,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,34.8,11.8,29.83,10,473,2036,327,545,3511,23,12,327,,3511,23
23,Arian Foster,HOU,RB,28,13,13.0,1,1,5,1,0,260,1246,4.79,8,59.0,38,327,8.61,5,236.0,281.5,254.5,115.0,5,6.0,18.15,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,4,291,915,294,484,3347,21,13,257,426.0,3025,17
41,Ryan Fitzpatrick,HOU,QB,32,12,12.0,197,312,2483,17,8,50,184,3.68,2,0.0,0,0,,0,180.0,194.7,187.7,,21,,15.0,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,10,501,1977,98,173,869,5,5,295,485.0,3352,22
57,DeAndre Hopkins,HOU,WR,22,16,16.0,0,0,0,0,0,0,0,,0,127.0,76,1210,15.92,6,155.0,235.0,193.0,33.0,15,42.0,9.69,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,551,2161,295,485,3352,22,13,219,358.0,2142,16
111,Andre Johnson,HOU,WR,33,15,15.0,0,0,0,0,0,0,0,,0,146.0,85,936,11.01,3,106.0,196.6,148.1,,41,,7.07,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,551,2161,295,485,3352,22,13,210,339.0,2416,19
148,Alfred Blue,HOU,RB,23,16,3.0,0,0,0,0,0,169,528,3.12,2,18.0,15,113,7.53,1,82.0,103.1,89.6,,38,,5.12,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,10,382,1633,295,485,3352,22,13,280,467.0,3239,21
248,Damaris Johnson,HOU,WR,25,16,8.0,0,0,0,0,0,5,19,3.8,0,49.0,31,331,10.68,1,41.0,75.0,56.5,,102,,2.56,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,546,2142,295,485,3352,22,13,264,436.0,3021,21
292,Garrett Graham,HOU,TE,28,11,9.0,0,0,0,0,0,0,0,,0,28.0,18,197,10.94,1,26.0,46.7,34.7,,44,,2.36,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,551,2161,295,485,3352,22,13,277,457.0,3155,21
305,Jonathan Grimes,HOU,RB,25,16,0.0,0,0,0,0,0,39,153,3.92,0,8.0,6,86,14.33,0,24.0,32.9,26.9,,91,,1.5,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,512,2008,295,485,3352,22,13,289,477.0,3266,22
307,Case Keenum,HOU,QB,26,2,2.0,45,77,435,2,2,10,35,3.5,0,0.0,0,0,,0,23.0,28.9,24.9,,45,,11.5,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,541,2126,250,408,2917,20,11,295,485.0,3352,22
325,Ryan Mallett,HOU,QB,26,3,2.0,41,75,400,2,2,6,-2,-0.33,0,0.0,0,0,,0,20.0,24.8,21.8,,49,,6.67,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,545,2163,254,410,2952,20,11,295,485.0,3352,22
348,Ryan Griffin,HOU,TE,24,16,2.0,0,0,0,0,0,0,0,,0,16.0,10,91,9.1,1,15.0,25.1,20.1,,53,,0.94,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,551,2161,295,485,3352,22,13,285,469.0,3261,21
396,C.J. Fiedorowicz,HOU,TE,23,15,8.0,0,0,0,0,0,0,0,,0,7.0,4,28,7.0,1,9.0,12.8,10.8,,65,,0.6,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,551,2161,295,485,3352,22,13,291,478.0,3324,21
412,Keshawn Martin,HOU,WR,24,16,0.0,0,0,0,0,0,0,0,,0,12.0,6,78,13.0,0,8.0,13.8,10.8,,163,,0.5,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,551,2161,295,485,3352,22,13,289,473.0,3274,22
468,DeVier Posey,HOU,WR,25,1,1.0,0,0,0,0,0,0,0,,0,1.0,1,30,30.0,0,3.0,4.0,3.5,,184,,3.0,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,551,2161,295,485,3352,22,13,294,484.0,3322,22
475,Jay Prosch,HOU,RB,22,16,5.0,0,0,0,0,0,0,0,,0,4.0,1,24,24.0,0,2.0,3.4,2.9,,142,,0.12,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,551,2161,295,485,3352,22,13,294,481.0,3328,22
532,Anthony Denham,HOU,,23,4,0.0,0,0,0,0,0,0,0,,0,0.0,0,0,,0,,,,,104,,,14,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33.0,11.3,-9.79,12,551,2161,295,485,3352,22,13,295,485.0,3352,22
28,Andy Dalton,CIN,QB,27,16,16.0,309,481,3398,19,17,60,169,2.82,4,1.0,1,18,18.0,1,225.0,250.6,242.1,,18,,14.06,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,15,432,1978,14,22,23,1,0,322,502.0,3403,19
40,Jeremy Hill,CIN,RB,22,16,8.0,0,0,0,0,0,222,1124,5.06,9,32.0,27,215,7.96,0,184.0,218.9,197.4,63.0,10,24.0,11.5,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,10,270,1023,323,503,3421,20,17,296,471.0,3206,20
65,Giovani Bernard,CIN,RB,23,13,9.0,0,0,0,0,0,168,680,4.05,5,59.0,43,349,8.12,2,145.0,193.9,166.4,24.0,18,49.0,11.15,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,14,324,1467,323,503,3421,20,17,280,444.0,3072,18
72,A.J. Green,CIN,WR,26,13,13.0,0,0,0,0,0,2,2,1.0,0,117.0,69,1041,15.09,6,136.0,210.3,170.8,15.0,23,57.0,10.46,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,490,2145,323,503,3421,20,17,254,386.0,2380,14
84,Mohamed Sanu,CIN,WR,25,16,13.0,3,3,79,1,0,7,51,7.29,0,98.0,56,790,14.11,5,123.0,182.3,151.3,2.0,29,71.0,7.69,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,485,2096,320,500,3342,19,17,267,405.0,2631,15
162,Jermaine Gresham,CIN,TE,26,15,15.0,0,0,0,0,0,0,0,,0,79.0,62,460,7.42,5,76.0,141.0,107.0,,17,,5.07,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,492,2147,323,503,3421,20,17,261,424.0,2961,15
299,Brandon Tate,CIN,WR,27,16,4.0,0,0,0,0,0,3,21,7.0,0,26.0,17,193,11.35,1,25.0,46.4,33.9,,123,,1.56,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,489,2126,323,503,3421,20,17,306,477.0,3228,19
359,Rex Burkhead,CIN,RB,24,9,0.0,0,0,0,0,0,9,27,3.0,1,10.0,7,49,7.0,0,14.0,20.6,17.1,,109,,1.56,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,18,483,2120,323,503,3421,20,17,316,493.0,3372,20
371,James Wright,CIN,WR,23,11,0.0,0,0,0,0,0,3,30,10.0,0,16.0,5,91,18.2,0,12.0,17.1,14.6,,146,,1.09,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,489,2117,323,503,3421,20,17,318,487.0,3330,20
397,Ryan Hewitt,CIN,TE,23,16,11.0,0,0,0,0,0,1,0,0.0,0,15.0,10,86,8.6,0,9.0,18.6,13.6,,66,,0.56,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,491,2147,323,503,3421,20,17,313,488.0,3335,20
409,Dane Sanzenbacher,CIN,WR,26,10,1.0,0,0,0,0,0,1,-1,-1.0,0,15.0,9,105,11.67,0,8.0,21.4,12.9,,161,,0.8,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,491,2148,323,503,3421,20,17,314,488.0,3316,20
419,Cedric Peerman,CIN,RB,28,16,0.0,0,0,0,0,0,15,43,2.87,0,5.0,3,27,9.0,0,7.0,10.0,8.5,,130,,0.44,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,477,2104,323,503,3421,20,17,320,498.0,3394,20
421,Greg Little,CIN,WR,25,6,1.0,0,0,0,0,0,0,0,,0,12.0,6,69,11.5,0,7.0,12.9,9.9,,165,,1.17,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,492,2147,323,503,3421,20,17,317,491.0,3352,20
452,Tyler Eifert,CIN,TE,24,1,1.0,0,0,0,0,0,0,0,,0,3.0,3,37,12.33,0,4.0,6.7,5.2,,81,,4.0,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,492,2147,323,503,3421,20,17,320,500.0,3384,20
472,Kevin Brock,CIN,TE,28,14,2.0,0,0,0,0,0,0,0,,0,6.0,5,21,4.2,0,2.0,7.1,4.6,,86,,0.14,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,492,2147,323,503,3421,20,17,318,497.0,3400,20
506,Jason Campbell,CIN,QB,33,4,0.0,11,19,74,0,0,1,1,1.0,0,0.0,0,0,,0,1.0,2.1,1.1,,64,,0.25,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,491,2146,312,484,3347,20,17,323,503.0,3421,20
520,Clark Harris,CIN,,30,16,0.0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,106,,,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,492,2147,323,503,3421,20,17,323,,3421,20
538,Alex Smith,CIN,,32,2,0.0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,113,,,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,492,2147,323,503,3421,20,17,323,,3421,20
544,Onterio McCalebb,CIN,,25,1,0.0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,161,,,15,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34.0,13.1,7.02,19,492,2147,323,503,3421,20,17,323,,3421,20
29,Alex Smith,KAN,QB,30,15,15.0,303,464,3265,18,6,49,254,5.18,1,0.0,0,0,,0,224.0,233.0,226.0,,19,,14.93,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,17,371,1664,17,29,-83,0,0,320,493.0,3182,18
30,Jamaal Charles,KAN,RB,28,15,15.0,0,0,0,0,0,206,1033,5.01,9,59.0,40,291,7.28,5,210.0,259.4,230.4,89.0,7,14.0,14.0,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,9,214,885,320,493,3182,18,6,280,434.0,2891,13
