Rk,Name,Tm,FantPos,Age,G,GS,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,Y/R,RecTD,FantPprPt,DKPt,FDPt,VBD,PosRank,OvRank,FantPprPtpg,RkTm,PF,TotalYds,Ply,Y/P,TO,FL,Pass1stD,CmpTm,PassAttTm,PassYdsTm,PassTDTm,IntTm,NY/A,Pass1stD.1,RushAttTm,RushYdsTm,RushTDTm,Y/ATm,Rush1stD,Pen,PenYds,1stPy,Sc%,TO%,EXP,RushTDTmSans,RushAttTmSans,RushYdsTmSans,CmpTmSans,PassAttTmSans,PassYdsTmSans,PassTDTmSans,IntTmSans,RecTmSans,TgtTmSans,RecYdsTmSans,RecTDTmSans
267,Levine Toilolo,ATL,TE,23,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,54.0,31.0,238.0,7.68,2.0,65.0,68.8,49.3,,36,,4.06,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11.0,372.0,1498.0,418.0,632.0,4553.0,28.0,15.0,387.0,578.0,4315.0,26.0
310,Eric Weems,ATL,WR,29,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,10.0,102.0,10.2,2.0,32.0,35.2,27.2,,127,,2.0,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11.0,372.0,1498.0,418.0,632.0,4553.0,28.0,15.0,408.0,621.0,4451.0,26.0
368,Patrick DiMarco,ATL,RB,25,16,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,9.0,62.0,6.89,1.0,21.0,21.2,16.7,,112,,1.31,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11.0,372.0,1498.0,418.0,632.0,4553.0,28.0,15.0,409.0,618.0,4491.0,27.0
427,Bear Pascoe,ATL,TE,28,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,3.0,1.5,1.0,8.0,8.3,7.3,,73,,0.5,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11.0,372.0,1498.0,418.0,632.0,4553.0,28.0,15.0,416.0,630.0,4550.0,27.0
502,Courtney Roby,ATL,WR,31,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,4.0,44.0,11.0,0.0,8.0,2.1,1.6,,195,,0.5,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11.0,372.0,1498.0,418.0,632.0,4553.0,28.0,15.0,414.0,624.0,4509.0,28.0
508,T.J. Yates,ATL,QB,27,1,0.0,48.0,64.0,1024.0,0.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,16.0,1.6,1.6,,66,,1.0,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11.0,372.0,1498.0,370.0,568.0,3529.0,28.0,-1.0,418.0,632.0,4553.0,28.0
546,Jerome Smith,ATL,,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,162,,0.0,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11.0,372.0,1498.0,418.0,632.0,4553.0,28.0,15.0,418.0,,4553.0,28.0
10,Tom Brady,NWE,QB,37,16,16.0,373.0,582.0,4109.0,33.0,9.0,36.0,57.0,1.58,0.0,0.0,0.0,0.0,,0.0,280.0,293.1,287.1,14.0,8,58.0,17.5,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,402.0,1670.0,19.0,27.0,12.0,1.0,0.0,392.0,609.0,4121.0,34.0
39,Rob Gronkowski,NWE,TE,25,15,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,139.7,87.5,1198.9,13.71,12.8,283.7,269.4,225.4,94.0,1,11.0,17.73,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,438.0,1727.0,392.0,609.0,4121.0,34.0,9.0,304.5,469.3,2922.1,21.2
71,Brandon LaFell,NWE,WR,28,16,13.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,6.5,0.0,119.0,74.0,953.0,12.88,7.0,211.0,214.6,173.6,15.0,21,56.0,13.19,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,436.0,1714.0,392.0,609.0,4121.0,34.0,9.0,318.0,490.0,3168.0,27.0
76,Julian Edelman,NWE,WR,28,14,13.0,0.0,0.0,0.0,0.0,0.0,11.4,107.4,9.4,0.0,153.1,105.1,1110.9,10.57,4.6,257.1,231.6,182.6,11.0,26,63.0,16.07,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,426.6,1619.6,392.0,609.0,4121.0,34.0,9.0,286.9,455.9,3010.1,29.4
97,Shane Vereen,NWE,RB,25,16,6.0,0.0,0.0,0.0,0.0,0.0,96.0,391.0,4.07,2.0,77.0,52.0,447.0,8.6,3.0,166.0,171.8,139.8,,27,,10.38,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,11.0,342.0,1336.0,392.0,609.0,4121.0,34.0,9.0,340.0,532.0,3674.0,31.0
165,Jonas Gray,NWE,RB,24,8,3.0,0.0,0.0,0.0,0.0,0.0,178.0,824.0,4.63,10.0,6.0,2.0,14.0,7.0,0.0,146.0,75.9,72.4,,44,,9.12,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,3.0,260.0,903.0,392.0,609.0,4121.0,34.0,9.0,390.0,603.0,4107.0,34.0
192,Tim Wright,NWE,WR,24,16,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,33.0,26.0,259.0,9.96,6.0,88.0,90.7,74.7,,81,,5.5,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,437.0,1729.0,392.0,609.0,4121.0,34.0,9.0,366.0,576.0,3862.0,28.0
232,Stevan Ridley,NWE,RB,25,6,5.0,0.0,0.0,0.0,0.0,0.0,250.7,906.7,3.62,5.3,13.3,10.7,53.3,5.0,0.0,138.7,55.0,50.0,,67,,8.67,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,7.7,187.3,820.3,392.0,609.0,4121.0,34.0,9.0,381.3,595.7,4067.7,34.0
295,Danny Amendola,NWE,WR,29,16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,42.0,27.0,200.0,7.41,1.0,53.0,56.0,39.5,,118,,3.31,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,438.0,1727.0,392.0,609.0,4121.0,34.0,9.0,365.0,567.0,3921.0,33.0
340,Brandon Bolden,NWE,RB,24,16,2.0,0.0,0.0,0.0,0.0,0.0,28.0,89.0,3.18,1.0,6.0,2.0,8.0,4.0,0.0,18.0,17.7,16.7,,103,,1.12,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,12.0,410.0,1638.0,392.0,609.0,4121.0,34.0,9.0,390.0,603.0,4113.0,34.0
358,Brian Tyms,NWE,WR,25,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,7.3,119.3,16.4,1.5,27.6,19.2,16.7,,144,,1.73,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,438.0,1727.0,392.0,609.0,4121.0,34.0,9.0,384.7,593.0,4001.7,32.5
377,Jimmy Garoppolo,NWE,QB,23,6,0.0,50.7,72.0,485.3,2.7,0.0,26.7,24.0,0.9,0.0,0.0,0.0,0.0,,0.0,32.0,12.2,12.2,,53,,2.0,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,411.3,1703.0,341.3,537.0,3635.7,31.3,9.0,392.0,609.0,4121.0,34.0
430,James White,NWE,RB,22,3,0.0,0.0,0.0,0.0,0.0,0.0,48.0,202.7,4.22,0.0,26.7,26.7,122.7,4.6,0.0,58.7,11.1,8.6,,131,,3.67,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,390.0,1524.3,392.0,609.0,4121.0,34.0,9.0,365.3,582.3,3998.3,34.0
440,James Develin,NWE,RB,26,16,4.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.67,0.0,8.0,6.0,43.0,7.17,0.0,11.0,10.8,7.8,,133,,0.69,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,435.0,1722.0,392.0,609.0,4121.0,34.0,9.0,386.0,601.0,4078.0,34.0
449,Michael Hoomanawanui,NWE,TE,26,16,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,3.0,44.0,14.67,0.0,7.0,7.4,5.9,,78,,0.44,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,438.0,1727.0,392.0,609.0,4121.0,34.0,9.0,389.0,603.0,4077.0,34.0
458,Aaron Dobson,NWE,WR,23,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,12.0,152.0,12.67,0.0,28.0,6.8,5.3,,181,,1.75,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,438.0,1727.0,392.0,609.0,4121.0,34.0,9.0,380.0,589.0,3969.0,34.0
539,Nate Solder,NWE,,26,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,109,,0.0,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13.0,438.0,1727.0,392.0,609.0,4121.0,34.0,9.0,392.0,609.0,4121.0,34.0
11,Ryan Tannehill,MIA,QB,26,16,16.0,392.0,590.0,4045.0,27.0,12.0,56.0,311.0,5.55,1.0,1.0,1.0,-4.0,-4.0,0.0,280.0,299.5,291.0,13.0,9,61.0,17.5,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,11.0,343.0,1561.0,2.0,5.0,-316.0,0.0,0.0,393.0,594.0,3733.0,27.0
38,Lamar Miller,MIA,RB,23,16,16.0,0.0,0.0,0.0,0.0,0.0,216.0,1099.0,5.09,8.0,52.0,38.0,275.0,7.24,1.0,223.0,232.4,204.4,64.0,9,22.0,13.94,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,4.0,183.0,773.0,394.0,595.0,3729.0,27.0,12.0,356.0,543.0,3454.0,26.0
63,Mike Wallace,MIA,WR,28,16,16.0,0.0,1.0,0.0,0.0,0.0,4.0,16.0,4.0,0.0,115.0,67.0,862.0,12.87,10.0,213.0,216.8,179.3,24.0,18,48.0,13.31,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12.0,395.0,1856.0,394.0,594.0,3729.0,27.0,12.0,327.0,480.0,2867.0,17.0
123,Jarvis Landry,MIA,WR,22,16,11.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,-2.0,0.0,112.0,84.0,758.0,9.02,5.0,181.0,188.4,139.4,,49,,11.31,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12.0,397.0,1876.0,394.0,595.0,3729.0,27.0,12.0,310.0,483.0,2971.0,22.0
152,Charles Clay,MIA,TE,25,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,96.0,66.3,691.4,10.43,3.4,156.6,139.5,107.5,,15,,9.79,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12.0,399.0,1872.0,394.0,595.0,3729.0,27.0,12.0,327.7,499.0,3037.6,23.6
202,Brian Hartline,MIA,WR,28,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,63.0,39.0,474.0,12.15,2.0,98.0,101.4,78.9,,86,,6.12,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12.0,399.0,1872.0,394.0,595.0,3729.0,27.0,12.0,355.0,532.0,3255.0,25.0
246,Daniel Thomas,MIA,RB,27,12,0.0,0.0,0.0,0.0,0.0,0.0,58.7,224.0,3.82,2.7,25.3,17.3,161.3,9.31,0.0,72.0,60.9,47.4,,75,,4.5,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,9.3,340.3,1648.0,394.0,595.0,3729.0,27.0,12.0,376.7,569.7,3567.7,27.0
250,Dion Sims,MIA,WR,23,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,41.1,27.4,324.6,11.83,2.3,73.1,67.4,52.4,,103,,4.57,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12.0,399.0,1872.0,394.0,595.0,3729.0,27.0,12.0,366.6,553.9,3404.4,24.7
257,Damien Williams,MIA,RB,22,16,0.0,0.0,0.0,0.0,0.0,0.0,36.0,122.0,3.39,0.0,27.0,21.0,187.0,8.9,1.0,58.0,63.9,47.4,,78,,3.62,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12.0,363.0,1750.0,394.0,595.0,3729.0,27.0,12.0,373.0,568.0,3542.0,26.0
259,Brandon Gibson,MIA,WR,27,14,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,58.3,33.1,337.1,10.17,1.1,74.3,67.5,50.0,,106,,4.64,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12.0,399.0,1872.0,394.0,595.0,3729.0,27.0,12.0,360.9,536.7,3391.9,25.9
297,Rishard Matthews,MIA,WR,25,14,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.4,3.0,0.0,25.1,13.7,154.3,11.25,2.3,43.4,40.8,31.8,,121,,2.71,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12.0,397.9,1868.6,394.0,595.0,3729.0,27.0,12.0,380.3,569.9,3574.7,24.7
311,Knowshon Moreno,MIA,RB,27,3,0.0,0.0,0.0,0.0,0.0,0.0,165.3,789.3,4.77,5.3,5.3,5.3,42.7,8.0,0.0,122.7,25.6,22.1,,92,,7.67,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,6.7,233.7,1082.7,394.0,595.0,3729.0,27.0,12.0,388.7,589.7,3686.3,27.0
507,Matt Moore,MIA,QB,30,2,0.0,16.0,32.0,168.0,0.0,0.0,16.0,-16.0,-1.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.6,0.6,,65,,0.5,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12.0,383.0,1888.0,378.0,563.0,3561.0,27.0,12.0,394.0,595.0,3729.0,27.0
12,Eli Manning,NYG,QB,33,16,16.0,379.0,601.0,4410.0,30.0,14.0,12.0,31.0,2.58,1.0,0.0,0.0,0.0,,0.0,270.0,290.5,283.5,4.0,10,69.0,16.88,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,12.0,437.0,1572.0,4.0,6.0,-138.0,0.0,0.0,383.0,607.0,4272.0,30.0
32,Odell Beckham,NYG,WR,22,12,11.0,0.0,1.3,0.0,0.0,0.0,9.3,46.7,5.0,0.0,173.3,121.3,1740.0,14.34,16.0,393.3,299.0,249.5,82.0,5,16.0,24.58,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,439.7,1556.3,383.0,605.7,4272.0,30.0,14.0,261.7,433.7,2532.0,14.0
80,Andre Williams,NYG,RB,22,16,7.0,0.0,0.0,0.0,0.0,0.0,217.0,721.0,3.32,7.0,37.0,18.0,130.0,7.22,0.0,145.0,151.1,136.1,6.0,21,67.0,9.06,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,6.0,232.0,882.0,383.0,607.0,4272.0,30.0,14.0,365.0,570.0,4142.0,30.0
100,Rueben Randle,NYG,WR,23,16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,127.0,71.0,938.0,13.21,3.0,183.0,185.8,147.3,,35,,11.44,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,449.0,1603.0,383.0,607.0,4272.0,30.0,14.0,312.0,480.0,3334.0,27.0
108,Rashad Jennings,NYG,RB,29,11,9.0,0.0,0.0,0.0,0.0,0.0,242.9,929.5,3.83,5.8,59.6,43.6,328.7,7.53,0.0,202.2,145.5,123.5,,30,,12.64,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,7.2,206.1,673.5,383.0,607.0,4272.0,30.0,14.0,339.4,547.4,3943.3,30.0
134,Larry Donnell,NYG,TE,26,16,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,92.0,63.0,623.0,9.89,6.0,153.0,160.3,121.8,,12,77.0,9.56,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,449.0,1603.0,383.0,607.0,4272.0,30.0,14.0,320.0,515.0,3649.0,24.0
219,Preston Parker,NYG,WR,27,16,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,56.0,36.0,418.0,11.61,2.0,88.0,91.8,69.8,,93,,5.5,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,449.0,1603.0,383.0,607.0,4272.0,30.0,14.0,347.0,551.0,3854.0,28.0
245,Daniel Fells,NYG,TE,31,16,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,16.0,188.0,11.75,4.0,57.0,60.8,48.8,,28,,3.56,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,449.0,1603.0,383.0,607.0,4272.0,30.0,14.0,367.0,587.0,4084.0,26.0
252,Victor Cruz,NYG,WR,28,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,109.3,61.3,898.7,14.65,2.7,168.0,65.7,51.2,,105,,10.5,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,449.0,1603.0,383.0,607.0,4272.0,30.0,14.0,321.7,497.7,3373.3,27.3
319,Peyton Hillis,NYG,RB,28,9,0.0,0.0,0.0,0.0,0.0,0.0,46.2,204.4,4.42,0.0,28.4,17.8,154.7,8.7,0.0,53.3,33.2,25.2,,94,,3.33,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,402.8,1398.6,383.0,607.0,4272.0,30.0,14.0,365.2,578.6,4117.3,30.0
379,Adrien Robinson,NYG,TE,26,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,5.0,50.0,10.0,1.0,16.0,16.0,13.5,,61,,1.0,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,449.0,1603.0,383.0,607.0,4272.0,30.0,14.0,378.0,600.0,4222.0,29.0
385,Corey Washington,NYG,WR,23,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.1,5.7,59.4,10.4,1.1,18.3,16.2,13.7,,152,,1.14,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,449.0,1603.0,383.0,607.0,4272.0,30.0,14.0,377.3,597.9,4212.6,28.9
443,Kevin Ogletree,NYG,WR,27,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.6,11.4,114.3,10.0,0.0,22.9,10.0,7.5,,174,,1.43,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,449.0,1603.0,383.0,607.0,4272.0,30.0,14.0,371.6,586.4,4157.7,30.0
453,Michael Cox,NYG,RB,26,4,0.0,0.0,0.0,0.0,0.0,0.0,16.0,132.0,8.25,0.0,12.0,8.0,36.0,4.5,0.0,24.0,6.2,5.2,,135,,1.5,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,433.0,1471.0,383.0,607.0,4272.0,30.0,14.0,375.0,595.0,4236.0,30.0
459,Jerrel Jernigan,NYG,WR,25,2,1.0,0.0,0.0,0.0,0.0,0.0,8.0,-16.0,-2.0,0.0,72.0,48.0,320.0,6.67,0.0,80.0,9.8,6.8,,182,,5.0,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,441.0,1619.0,383.0,607.0,4272.0,30.0,14.0,335.0,535.0,3952.0,30.0
487,Ryan Nassib,NYG,QB,24,4,0.0,16.0,20.0,240.0,0.0,0.0,8.0,-12.0,-1.5,0.0,0.0,0.0,0.0,,0.0,8.0,2.1,2.1,,61,,0.5,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,441.0,1615.0,367.0,587.0,4032.0,30.0,14.0,383.0,607.0,4272.0,30.0
494,Henry Hynoski,NYG,RB,26,16,4.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,1.86,0.0,0.0,0.0,0.0,,0.0,1.0,1.3,1.3,,149,,0.06,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13.0,442.0,1590.0,383.0,607.0,4272.0,30.0,14.0,383.0,607.0,4272.0,30.0
14,Philip Rivers,SDG,QB,33,16,16.0,379.0,570.0,4286.0,31.0,18.0,37.0,102.0,2.76,0.0,0.0,0.0,0.0,,0.0,266.0,291.6,283.6,,12,75.0,16.62,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6.0,361.0,1265.0,1.0,4.0,-188.0,0.0,0.0,380.0,574.0,4098.0,31.0
59,Antonio Gates,SDG,TE,34,16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,98.0,69.0,821.0,11.9,12.0,223.0,226.1,188.6,64.0,2,23.0,13.94,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6.0,398.0,1367.0,380.0,574.0,4098.0,31.0,18.0,311.0,476.0,3277.0,19.0
87,Malcom Floyd,SDG,WR,33,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,92.0,52.0,856.0,16.46,6.0,174.0,176.6,147.6,,30,,10.88,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6.0,398.0,1367.0,380.0,574.0,4098.0,31.0,18.0,328.0,482.0,3242.0,25.0
91,Eddie Royal,SDG,WR,28,16,11.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,4.67,0.0,91.0,62.0,778.0,12.55,7.0,181.0,185.2,150.2,,31,,11.31,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6.0,395.0,1353.0,380.0,574.0,4098.0,31.0,18.0,318.0,483.0,3320.0,24.0
107,Branden Oliver,SDG,RB,23,14,7.0,0.0,0.0,0.0,0.0,0.0,182.9,665.1,3.64,3.4,51.4,41.1,309.7,7.53,1.1,165.7,151.3,127.3,,29,,10.36,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,2.6,215.1,701.9,380.0,574.0,4098.0,31.0,18.0,338.9,522.6,3788.3,29.9
122,Keenan Allen,SDG,WR,22,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,138.3,88.0,894.9,10.17,4.6,200.0,180.3,136.8,,48,,12.5,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6.0,398.0,1367.0,380.0,574.0,4098.0,31.0,18.0,292.0,435.7,3203.1,26.4
205,Ryan Mathews,SDG,RB,27,6,6.0,0.0,0.0,0.0,0.0,0.0,197.3,880.0,4.46,8.0,26.7,24.0,184.0,7.67,0.0,178.7,69.9,62.4,,58,,11.17,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,-2.0,200.7,487.0,380.0,574.0,4098.0,31.0,18.0,356.0,547.3,3914.0,31.0
